PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;16;14;28079016_14_6;2021;4;19;49.41;V;22.03;V;27.32;V;43.88;V;43.31;V;28.36;V;29.97;V;26.21;V;22.85;V;16.25;V;36.25;V;39.08;V;39.51;V;42.31;V;49.93;V;77.99;V;75.62;V;71.37;V;68.01;V;67.18;V;60.11;V;55.09;V;51.35;V;59.19;V
28;79;16;14;28079016_14_6;2021;4;20;65.52;V;59.29;V;51.11;V;44.48;V;40.76;V;11.47;V;19.32;V;08.30;V;03.47;V;06.06;V;10.56;V;29.81;V;34.05;V;42.10;V;57.29;V;60.81;V;62.00;V;54.69;V;49.76;V;38.86;V;34.22;V;29.34;V;34.28;V;40.39;V
28;79;16;14;28079016_14_6;2021;4;21;42.48;V;44.29;V;49.98;V;42.92;V;42.87;V;40.62;V;33.95;V;21.38;V;17.42;V;25.44;V;39.85;V;48.51;V;59.62;N;53.48;V;55.51;V;57.12;V;63.39;V;61.11;V;56.76;V;61.66;V;59.76;V;57.70;V;60.29;V;61.71;V
28;79;16;14;28079016_14_6;2021;4;22;63.85;V;59.50;V;51.65;V;50.21;V;52.57;V;48.39;V;39.85;V;36.58;V;23.20;V;25.59;V;24.48;V;28.45;V;44.22;V;52.06;V;48.28;V;58.06;V;60.13;V;56.25;V;54.45;V;55.09;V;48.43;V;46.87;V;39.66;V;41.70;V
28;79;16;14;28079016_14_6;2021;4;23;31.97;V;24.38;V;57.82;V;61.86;V;62.64;V;57.22;V;42.63;V;25.02;V;28.82;V;48.82;V;61.39;V;62.03;V;66.19;V;70.70;V;70.06;V;63.17;V;69.52;V;73.18;V;73.80;V;72.38;V;67.42;V;67.37;V;61.74;V;63.33;V
28;79;16;14;28079016_14_6;2021;4;24;69.50;V;70.73;V;73.64;V;74.25;V;74.46;V;67.44;V;66.83;V;70.67;V;70.32;V;71.37;V;70.87;V;74.68;V;73.33;V;69.79;V;76.79;V;75.84;V;71.77;V;71.71;V;69.99;V;68.68;V;64.24;V;58.45;V;39.85;V;47.68;V
28;79;16;14;28079016_14_6;2021;4;25;54.58;V;47.70;V;45.50;V;51.00;V;61.06;V;56.54;V;54.10;V;48.74;V;48.32;V;48.54;V;49.40;V;46.61;V;52.66;V;50.66;V;44.23;V;38.30;V;41.84;V;43.27;V;42.10;V;46.51;V;41.25;V;27.39;V;34.20;V;42.56;V
28;79;16;14;28079016_14_6;2021;4;26;36.36;V;31.01;V;25.98;V;23.56;V;23.54;V;23.95;V;17.35;V;06.48;V;02.75;V;05.09;V;05.73;V;13.40;V;23.60;V;44.56;V;61.00;V;67.82;V;64.31;V;63.10;V;58.52;V;62.44;V;60.25;V;53.68;V;51.45;V;40.81;V
28;79;16;14;28079016_14_6;2021;4;27;42.01;V;44.13;V;31.87;V;36.47;V;37.39;V;13.25;V;07.30;V;02.73;V;03.25;V;02.67;V;03.75;V;05.09;V;19.76;V;41.36;V;58.81;V;65.59;V;68.44;V;54.81;V;42.93;V;34.53;V;37.59;V;30.48;V;32.01;V;49.36;V
28;79;16;14;28079016_14_6;2021;4;28;43.38;V;30.25;V;34.56;V;39.30;V;29.88;V;16.94;V;17.01;V;05.22;V;03.04;V;02.88;V;04.57;V;08.98;V;27.09;V;45.14;V;52.18;V;55.10;V;49.35;V;55.77;V;59.68;V;61.36;V;64.93;V;64.77;V;67.40;V;67.33;V
28;79;16;14;28079016_14_6;2021;4;29;69.37;V;67.86;V;63.19;V;59.85;V;57.94;V;56.23;V;49.30;V;28.38;V;18.40;V;25.25;V;31.28;V;40.77;V;50.22;V;58.45;V;61.80;V;66.37;V;65.13;V;65.93;V;66.14;V;67.26;V;65.21;V;61.75;V;63.36;V;66.50;V
28;79;16;14;28079016_14_6;2021;4;30;68.49;V;65.36;V;50.12;V;47.88;V;39.44;V;39.51;V;31.80;V;07.11;V;14.27;V;24.43;V;29.58;V;34.72;V;53.03;V;60.26;V;70.00;V;68.78;V;67.30;V;67.88;V;67.90;V;65.45;V;54.20;V;55.87;V;50.87;V;52.27;V
28;79;17;7;28079017_7_8;2021;4;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;6;V;6;V;8;V;5;V
28;79;17;7;28079017_7_8;2021;4;2;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;4;V;4;V;5;V;8;V;6;V;5;V;4;V;3;V;5;V;5;V;5;V;3;V;5;V;6;V;9;V
28;79;17;7;28079017_7_8;2021;4;3;3;V;2;V;2;V;3;V;8;V;13;V;16;V;10;V;3;V;7;V;11;V;10;V;12;V;14;V;5;V;2;V;2;V;4;V;4;V;6;V;4;V;5;V;5;V;23;V
28;79;17;7;28079017_7_8;2021;4;4;21;V;28;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;1;V;1;V;36;V;66;V;57;V
28;79;17;7;28079017_7_8;2021;4;5;13;V;1;V;1;V;1;V;1;V;1;V;7;V;24;V;40;V;36;V;21;V;11;V;6;V;5;V;6;V;4;V;3;V;3;N;6;V;7;V;10;V;15;V;17;V;7;V
28;79;17;7;28079017_7_8;2021;4;6;1;V;1;V;1;V;2;V;3;V;2;V;10;V;92;V;170;V;76;V;41;V;41;V;16;V;9;V;4;V;4;V;4;V;4;V;5;V;6;V;6;V;4;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;5;V;7;V;6;V;7;V;8;V;5;V;4;V;5;V;4;V;3;V;3;V;1;V;1;N;2;V;1;V
28;79;17;7;28079017_7_8;2021;4;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;4;V;5;V;4;V;5;V;5;V;4;V;3;V;2;V;2;V;1;V;27;N;1;V
28;79;17;7;28079017_7_8;2021;4;9;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;4;V;3;V;3;V;3;V;2;V;2;V;3;V;5;V;3;V;2;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;3;V;2;V;3;V;3;V;5;V;7;V;6;V;6;V;5;V;5;V;3;V;5;V;3;V;2;V;3;V
28;79;17;7;28079017_7_8;2021;4;11;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;6;V;5;V;4;V;5;V;4;V;4;V;7;V;5;V;5;V;2;V;2;V;1;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;12;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;3;V;4;V;4;V;4;V;4;V;3;V;4;V;5;V;6;V;6;V;3;V;2;V;1;V;4;V;28;V;41;V
28;79;17;7;28079017_7_8;2021;4;13;24;V;11;V;22;V;1;V;1;V;1;V;2;V;9;V;29;V;28;V;16;V;9;V;21;V;28;V;8;V;4;V;4;V;3;V;3;V;2;V;1;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;14;1;V;1;V;1;V;1;V;2;V;1;V;1;V;8;V;24;V;19;V;24;V;10;V;7;V;5;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;15;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;3;V;5;V;4;V;3;V;2;V;2;V;3;V;3;V;4;V;3;V;3;V;2;V
28;79;17;7;28079017_7_8;2021;4;16;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;5;V;3;V;2;V;6;V;7;V;5;V;5;V;4;V;3;V;3;V;3;V;2;V;3;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;6;V;6;V;7;V;7;V;5;V;3;V;5;V;2;V;2;V;1;V;4;V;2;V;3;V
28;79;17;7;28079017_7_8;2021;4;18;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;3;V;5;V;4;V;4;V;3;V;3;V;2;V;2;V;3;V;6;V;6;V;4;V
28;79;17;7;28079017_7_8;2021;4;19;1;V;1;V;2;V;1;V;2;V;5;V;43;V;61;V;92;V;86;V;31;V;18;V;21;V;17;V;4;V;4;V;6;V;5;V;7;V;6;V;4;V;4;V;6;V;2;V
28;79;17;7;28079017_7_8;2021;4;20;2;V;1;V;1;V;1;V;2;V;4;V;14;V;38;V;76;V;54;V;35;V;18;V;9;V;5;V;6;V;6;V;7;V;6;V;9;V;7;V;6;V;4;V;4;V;3;V
28;79;17;7;28079017_7_8;2021;4;21;2;V;4;V;1;V;1;V;1;V;1;V;13;V;61;V;50;V;20;V;7;V;7;V;6;V;6;V;7;V;4;V;4;V;4;V;4;V;3;V;3;V;3;V;2;V;2;V
28;79;17;7;28079017_7_8;2021;4;22;1;V;1;V;1;V;1;V;1;V;1;V;2;V;7;V;18;V;13;V;9;V;9;V;7;V;5;V;5;V;6;V;4;V;6;V;4;V;2;V;1;V;2;V;1;V;2;V
28;79;17;7;28079017_7_8;2021;4;23;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;4;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;24;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;79;17;7;28079017_7_8;2021;4;25;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;3;V;2;V;4;V;2;V
28;79;17;7;28079017_7_8;2021;4;26;3;V;1;V;1;V;2;V;2;V;2;V;6;V;14;V;46;V;39;V;17;V;9;V;7;V;6;V;4;V;5;V;5;V;6;V;9;V;8;V;9;V;7;V;3;V;2;V
28;79;17;7;28079017_7_8;2021;4;27;1;V;2;V;1;V;1;V;1;V;4;V;28;V;73;V;34;V;23;V;17;V;13;V;10;V;5;V;3;V;2;V;3;V;2;V;7;V;10;V;5;V;3;V;2;V;2;V
28;79;17;7;28079017_7_8;2021;4;28;1;V;6;V;2;V;2;V;1;V;1;V;2;V;37;V;59;V;55;V;36;V;13;V;6;V;6;V;5;V;4;V;6;V;8;V;5;V;5;V;5;V;3;V;3;V;2;V
28;79;17;7;28079017_7_8;2021;4;29;2;V;1;V;1;V;1;V;1;V;1;V;3;V;6;V;13;V;7;V;8;V;7;V;6;V;4;V;5;V;5;V;5;V;5;V;6;V;4;V;4;V;6;V;2;V;3;V
28;79;17;7;28079017_7_8;2021;4;30;1;V;1;V;1;V;1;V;1;V;1;V;3;V;28;V;47;V;33;V;12;V;6;V;4;V;8;V;4;V;4;V;4;V;4;V;5;V;5;V;5;V;7;V;5;V;8;V
28;79;17;8;28079017_8_8;2021;4;1;12;V;9;V;8;V;13;V;17;V;16;V;19;V;24;V;31;V;35;V;26;V;24;V;20;V;10;V;8;V;9;V;9;V;10;V;12;V;16;V;36;V;44;V;63;V;25;V
28;79;17;8;28079017_8_8;2021;4;2;7;V;10;V;7;V;6;V;8;V;7;V;9;V;11;V;10;V;20;V;20;V;19;V;23;V;15;V;16;V;11;V;9;V;11;V;19;V;23;V;22;V;41;V;57;V;68;V
28;79;17;8;28079017_8_8;2021;4;3;38;V;39;V;37;V;31;V;32;V;28;V;34;V;38;V;28;V;28;V;26;V;30;V;41;V;40;V;20;V;11;V;10;V;15;V;25;V;30;V;25;V;40;V;59;V;80;V
28;79;17;8;28079017_8_8;2021;4;4;70;V;61;V;11;V;5;V;5;V;6;V;8;V;16;V;15;V;10;V;10;V;10;V;9;V;9;V;8;V;8;V;7;V;11;V;15;V;16;V;23;V;94;V;113;V;108;V
28;79;17;8;28079017_8_8;2021;4;5;66;V;16;V;11;V;14;V;17;V;24;V;63;V;79;V;79;V;70;V;55;V;30;V;21;V;22;V;24;V;20;V;15;V;16;N;27;V;32;V;58;V;87;V;92;V;81;V
28;79;17;8;28079017_8_8;2021;4;6;35;V;29;V;29;V;41;V;49;V;34;V;54;V;76;V;102;V;85;V;76;V;74;V;47;V;36;V;18;V;14;V;15;V;16;V;21;V;27;V;38;V;38;V;33;V;31;V
28;79;17;8;28079017_8_8;2021;4;7;22;V;7;V;8;V;10;V;9;V;8;V;14;V;25;V;29;V;30;V;28;V;26;V;27;V;28;V;23;V;19;V;22;V;24;V;19;V;24;V;37;V;20;N;14;V;10;V
28;79;17;8;28079017_8_8;2021;4;8;6;V;7;V;8;V;7;V;6;V;7;V;13;V;21;V;26;V;26;V;22;V;21;V;19;V;18;V;17;V;16;V;17;V;17;V;20;V;17;V;28;V;35;V;79;N;16;V
28;79;17;8;28079017_8_8;2021;4;9;16;V;7;V;9;V;13;V;15;V;12;V;18;V;20;V;26;V;42;V;34;V;28;V;20;V;20;V;14;V;11;V;14;V;16;V;22;V;25;V;35;V;39;V;44;V;31;V
28;79;17;8;28079017_8_8;2021;4;10;30;V;24;V;29;V;22;V;18;V;33;V;28;V;26;V;25;V;20;V;11;V;12;V;11;V;11;V;17;V;18;V;14;V;15;V;15;V;15;V;29;V;22;V;16;V;34;V
28;79;17;8;28079017_8_8;2021;4;11;33;V;17;V;10;V;7;V;6;V;5;V;9;V;10;V;13;V;13;V;13;V;10;V;11;V;10;V;13;V;32;V;14;V;12;V;16;V;14;V;12;V;17;V;15;V;10;V
28;79;17;8;28079017_8_8;2021;4;12;7;V;5;V;4;V;4;V;5;V;7;V;13;V;23;V;27;V;21;V;17;V;16;V;16;V;15;V;18;V;22;V;26;V;28;V;25;V;25;V;36;V;58;V;95;V;100;V
28;79;17;8;28079017_8_8;2021;4;13;95;V;85;V;86;V;40;V;20;V;31;V;50;V;72;V;77;V;68;V;52;V;39;V;53;V;62;V;43;V;32;V;28;V;28;V;30;V;33;V;33;V;32;V;29;V;20;V
28;79;17;8;28079017_8_8;2021;4;14;14;V;10;V;10;V;10;V;15;V;19;V;26;V;55;V;65;V;56;V;50;V;30;V;22;V;20;V;13;V;12;V;13;V;11;V;14;V;17;V;26;V;30;V;27;V;15;V
28;79;17;8;28079017_8_8;2021;4;15;11;V;12;V;10;V;10;V;9;V;9;V;15;V;29;V;30;V;30;V;23;V;18;V;16;V;22;V;16;V;12;V;15;V;14;V;20;V;26;V;29;V;24;V;24;V;20;V
28;79;17;8;28079017_8_8;2021;4;16;11;V;11;V;9;V;11;V;13;V;9;V;16;V;25;V;30;V;35;V;18;V;14;V;18;V;26;V;24;V;33;V;24;V;17;V;16;V;15;V;18;V;28;V;23;V;15;V
28;79;17;8;28079017_8_8;2021;4;17;10;V;10;V;7;V;6;V;7;V;7;V;14;V;16;V;21;V;18;V;15;V;18;V;21;V;23;V;24;V;17;V;12;V;15;V;9;V;18;V;15;V;32;V;32;V;45;V
28;79;17;8;28079017_8_8;2021;4;18;38;V;14;V;6;V;5;V;5;V;7;V;9;V;10;V;13;V;14;V;10;V;12;V;13;V;18;V;18;V;18;V;13;V;13;V;11;V;19;V;26;V;41;V;38;V;41;V
28;79;17;8;28079017_8_8;2021;4;19;29;V;25;V;22;V;29;V;32;V;51;V;71;V;72;V;79;V;88;V;71;V;58;V;61;V;52;V;18;V;14;V;21;V;18;V;26;V;25;V;22;V;25;V;29;V;22;V
28;79;17;8;28079017_8_8;2021;4;20;23;V;20;V;22;V;21;V;31;V;45;V;61;V;68;V;74;V;71;V;64;V;50;V;31;V;17;V;25;V;28;V;28;V;30;V;35;V;29;V;33;V;31;V;30;V;26;V
28;79;17;8;28079017_8_8;2021;4;21;33;V;24;V;12;V;8;V;11;V;27;V;50;V;73;V;70;V;53;V;30;V;27;V;24;V;23;V;27;V;17;V;14;V;18;V;17;V;17;V;18;V;22;V;19;V;18;V
28;79;17;8;28079017_8_8;2021;4;22;11;V;12;V;8;V;9;V;9;V;10;V;21;V;37;V;54;V;56;V;37;V;31;V;23;V;19;V;21;V;24;V;24;V;31;V;34;V;31;V;37;V;43;V;40;V;58;V
28;79;17;8;28079017_8_8;2021;4;23;53;V;36;V;14;V;8;V;6;V;13;V;30;V;37;V;38;V;26;V;12;V;11;V;11;V;11;V;13;V;12;V;10;V;10;V;12;V;14;V;20;V;22;V;17;V;17;V
28;79;17;8;28079017_8_8;2021;4;24;13;V;10;V;9;V;8;V;8;V;10;V;11;V;14;V;14;V;10;V;8;V;8;V;9;V;7;V;8;V;9;V;11;V;9;V;11;V;11;V;15;V;20;V;25;V;17;V
28;79;17;8;28079017_8_8;2021;4;25;11;V;7;V;8;V;6;V;6;V;5;V;7;V;11;V;11;V;13;V;15;V;15;V;17;V;13;V;20;V;33;V;39;V;38;V;30;V;36;V;46;V;43;V;47;V;35;V
28;79;17;8;28079017_8_8;2021;4;26;30;V;21;V;29;V;33;V;28;V;39;V;42;V;52;V;63;V;65;V;39;V;29;V;21;V;17;V;13;V;14;V;15;V;19;V;22;V;27;V;43;V;54;V;34;V;17;V
28;79;17;8;28079017_8_8;2021;4;27;7;V;8;V;10;V;12;V;14;V;24;V;47;V;61;V;71;V;60;V;49;V;41;V;27;V;17;V;13;V;16;V;16;V;25;V;51;V;52;V;38;V;40;V;34;V;20;V
28;79;17;8;28079017_8_8;2021;4;28;14;V;16;V;18;V;22;V;18;V;18;V;38;V;57;V;66;V;68;V;59;V;31;V;17;V;16;V;12;V;13;V;16;V;15;V;15;V;16;V;23;V;22;V;24;V;13;V
28;79;17;8;28079017_8_8;2021;4;29;10;V;7;V;6;V;4;V;5;V;9;V;23;V;44;V;47;V;33;V;30;V;24;V;16;V;14;V;13;V;12;V;13;V;13;V;17;V;17;V;21;V;32;V;23;V;17;V
28;79;17;8;28079017_8_8;2021;4;30;7;V;9;V;11;V;10;V;11;V;19;V;35;V;66;V;72;V;61;V;32;V;19;V;15;V;19;V;13;V;14;V;16;V;17;V;19;V;23;V;27;V;34;V;38;V;41;V
28;79;17;12;28079017_12_8;2021;4;1;14;V;10;V;9;V;14;V;18;V;18;V;20;V;25;V;32;V;39;V;31;V;28;V;24;V;13;V;11;V;13;V;13;V;14;V;16;V;22;V;45;V;52;V;75;V;32;V
28;79;17;12;28079017_12_8;2021;4;2;9;V;11;V;8;V;7;V;9;V;9;V;10;V;15;V;12;V;26;V;26;V;27;V;35;V;24;V;23;V;17;V;14;V;18;V;27;V;31;V;26;V;49;V;66;V;81;V
28;79;17;12;28079017_12_8;2021;4;3;43;V;42;V;40;V;35;V;45;V;48;V;58;V;53;V;32;V;38;V;43;V;46;V;60;V;61;V;27;V;14;V;14;V;21;V;31;V;38;V;31;V;49;V;67;V;115;V
28;79;17;12;28079017_12_8;2021;4;4;102;V;104;V;12;V;7;V;7;V;7;V;9;V;17;V;16;V;12;V;13;V;13;V;12;V;12;V;12;V;11;V;9;V;16;V;19;V;18;V;25;V;149;V;215;V;196;V
28;79;17;12;28079017_12_8;2021;4;5;86;V;18;V;13;V;15;V;18;V;26;V;75;V;117;V;141;V;125;V;87;V;47;V;31;V;30;V;34;V;26;V;20;V;21;N;37;V;42;V;73;V;110;V;118;V;91;V
28;79;17;12;28079017_12_8;2021;4;6;37;V;30;V;31;V;44;V;54;V;37;V;70;V;216;V;364;V;202;V;139;V;137;V;71;V;49;V;25;V;21;V;21;V;22;V;28;V;36;V;48;V;44;V;35;V;33;V
28;79;17;12;28079017_12_8;2021;4;7;24;V;9;V;9;V;11;V;10;V;9;V;15;V;28;V;33;V;39;V;38;V;36;V;37;V;40;V;31;V;26;V;30;V;30;V;23;V;29;V;38;V;22;N;16;V;12;V
28;79;17;12;28079017_12_8;2021;4;8;8;V;9;V;10;V;9;V;7;V;8;V;15;V;23;V;28;V;29;V;25;V;26;V;25;V;25;V;24;V;24;V;24;V;23;V;24;V;19;V;31;V;37;V;113;N;18;V
28;79;17;12;28079017_12_8;2021;4;9;17;V;8;V;10;V;15;V;16;V;14;V;19;V;22;V;28;V;46;V;39;V;34;V;25;V;24;V;18;V;14;V;17;V;21;V;29;V;30;V;38;V;41;V;46;V;32;V
28;79;17;12;28079017_12_8;2021;4;10;32;V;25;V;31;V;24;V;20;V;34;V;30;V;28;V;31;V;25;V;15;V;17;V;16;V;18;V;28;V;27;V;23;V;22;V;23;V;20;V;37;V;27;V;19;V;38;V
28;79;17;12;28079017_12_8;2021;4;11;36;V;19;V;11;V;9;V;9;V;6;V;11;V;12;V;17;V;22;V;20;V;17;V;18;V;16;V;19;V;43;V;22;V;20;V;20;V;16;V;13;V;18;V;16;V;11;V
28;79;17;12;28079017_12_8;2021;4;12;8;V;6;V;5;V;5;V;6;V;8;V;16;V;26;V;32;V;27;V;24;V;23;V;21;V;21;V;25;V;30;V;35;V;36;V;29;V;28;V;38;V;64;V;137;V;162;V
28;79;17;12;28079017_12_8;2021;4;13;132;V;102;V;120;V;41;V;21;V;32;V;53;V;86;V;121;V;111;V;76;V;53;V;85;V;105;V;55;V;39;V;34;V;34;V;34;V;37;V;35;V;33;V;31;V;22;V
28;79;17;12;28079017_12_8;2021;4;14;15;V;11;V;12;V;11;V;17;V;21;V;28;V;67;V;101;V;85;V;87;V;45;V;32;V;27;V;17;V;17;V;17;V;14;V;17;V;20;V;28;V;32;V;29;V;17;V
28;79;17;12;28079017_12_8;2021;4;15;13;V;14;V;12;V;11;V;11;V;11;V;17;V;32;V;33;V;34;V;27;V;22;V;21;V;30;V;22;V;17;V;19;V;17;V;24;V;31;V;35;V;28;V;28;V;23;V
28;79;17;12;28079017_12_8;2021;4;16;13;V;13;V;10;V;13;V;15;V;10;V;18;V;27;V;33;V;43;V;22;V;16;V;26;V;36;V;32;V;40;V;30;V;22;V;21;V;20;V;21;V;33;V;24;V;16;V
28;79;17;12;28079017_12_8;2021;4;17;11;V;11;V;9;V;7;V;8;V;8;V;16;V;18;V;24;V;22;V;20;V;27;V;30;V;34;V;35;V;25;V;17;V;22;V;12;V;20;V;17;V;38;V;34;V;50;V
28;79;17;12;28079017_12_8;2021;4;18;40;V;15;V;7;V;7;V;6;V;8;V;10;V;11;V;15;V;17;V;13;V;17;V;18;V;26;V;25;V;25;V;16;V;17;V;14;V;22;V;31;V;50;V;46;V;47;V
28;79;17;12;28079017_12_8;2021;4;19;30;V;27;V;24;V;31;V;35;V;58;V;136;V;165;V;221;V;220;V;118;V;85;V;92;V;77;V;24;V;20;V;31;V;26;V;37;V;33;V;28;V;31;V;37;V;25;V
28;79;17;12;28079017_12_8;2021;4;20;27;V;22;V;24;V;23;V;34;V;51;V;83;V;125;V;190;V;154;V;118;V;78;V;44;V;24;V;34;V;38;V;38;V;40;V;49;V;39;V;42;V;37;V;36;V;30;V
28;79;17;12;28079017_12_8;2021;4;21;36;V;29;V;14;V;10;V;12;V;29;V;70;V;167;V;146;V;83;V;40;V;38;V;33;V;32;V;39;V;24;V;20;V;25;V;24;V;22;V;23;V;27;V;22;V;21;V
28;79;17;12;28079017_12_8;2021;4;22;12;V;13;V;10;V;11;V;11;V;12;V;25;V;47;V;82;V;77;V;51;V;44;V;33;V;26;V;29;V;34;V;30;V;41;V;40;V;34;V;39;V;45;V;42;V;60;V
28;79;17;12;28079017_12_8;2021;4;23;56;V;38;V;15;V;9;V;8;V;14;V;32;V;40;V;44;V;32;V;16;V;13;V;13;V;14;V;15;V;15;V;13;V;13;V;14;V;17;V;22;V;23;V;19;V;19;V
28;79;17;12;28079017_12_8;2021;4;24;14;V;12;V;10;V;9;V;9;V;11;V;13;V;16;V;17;V;13;V;11;V;11;V;12;V;10;V;11;V;11;V;13;V;11;V;13;V;13;V;16;V;22;V;27;V;19;V
28;79;17;12;28079017_12_8;2021;4;25;12;V;8;V;9;V;8;V;7;V;6;V;9;V;13;V;13;V;16;V;17;V;18;V;19;V;16;V;22;V;37;V;44;V;42;V;33;V;39;V;50;V;45;V;52;V;38;V
28;79;17;12;28079017_12_8;2021;4;26;34;V;23;V;31;V;36;V;30;V;42;V;50;V;74;V;134;V;124;V;65;V;43;V;31;V;26;V;19;V;21;V;22;V;27;V;36;V;38;V;57;V;65;V;39;V;20;V
28;79;17;12;28079017_12_8;2021;4;27;9;V;11;V;12;V;14;V;16;V;30;V;90;V;172;V;123;V;95;V;74;V;61;V;43;V;24;V;17;V;19;V;21;V;29;V;62;V;66;V;46;V;44;V;37;V;23;V
28;79;17;12;28079017_12_8;2021;4;28;16;V;25;V;21;V;25;V;20;V;20;V;41;V;114;V;156;V;152;V;114;V;51;V;26;V;25;V;20;V;19;V;24;V;27;V;23;V;23;V;31;V;27;V;29;V;17;V
28;79;17;12;28079017_12_8;2021;4;29;14;V;8;V;8;V;6;V;7;V;11;V;27;V;54;V;67;V;44;V;42;V;35;V;25;V;20;V;20;V;20;V;21;V;20;V;26;V;24;V;28;V;41;V;27;V;21;V
28;79;17;12;28079017_12_8;2021;4;30;9;V;11;V;13;V;11;V;13;V;20;V;39;V;109;V;143;V;112;V;50;V;29;V;21;V;31;V;19;V;20;V;22;V;24;V;26;V;31;V;35;V;45;V;45;V;53;V
28;79;17;14;28079017_14_6;2021;4;1;87.73;V;89.89;V;90.03;V;77.36;V;66.51;V;73.68;V;71.12;V;65.60;V;59.53;V;55.73;V;63.58;V;64.24;V;72.89;V;84.60;V;91.53;V;92.25;V;93.47;V;91.60;V;86.59;V;79.92;V;61.19;V;47.43;V;29.79;V;61.18;V
28;79;17;14;28079017_14_6;2021;4;2;73.26;V;64.06;V;67.89;V;67.12;V;52.46;V;54.78;V;50.23;V;49.01;V;61.27;V;47.89;V;50.35;V;53.77;V;55.10;V;62.47;V;62.76;V;65.32;V;65.46;V;59.40;V;56.04;V;57.14;V;53.19;V;32.42;V;17.52;V;10.01;V
28;79;17;14;28079017_14_6;2021;4;3;25.32;V;14.87;V;08.81;V;07.05;V;04.13;V;01.05;V;02.14;V;05.97;V;18.36;V;22.12;V;33.06;V;36.07;V;41.61;V;48.44;V;72.97;V;86.85;V;91.38;V;86.97;V;65.13;V;58.55;V;56.14;V;40.87;V;20.26;V;01.82;V
28;79;17;14;28079017_14_6;2021;4;4;01.51;V;04.49;V;70.54;V;82.38;V;81.54;V;82.24;V;77.19;V;69.46;V;71.97;V;78.90;V;74.08;V;76.84;V;75.30;V;78.70;V;83.41;V;90.35;V;97.85;V;96.70;V;94.22;V;92.07;V;82.68;V;15.64;V;02.49;V;01.75;V
28;79;17;14;28079017_14_6;2021;4;5;26.74;V;69.15;V;69.74;V;63.68;V;57.87;V;50.34;V;11.05;V;02.54;V;03.06;V;13.37;V;31.98;V;50.64;V;63.24;V;72.60;V;77.31;V;88.93;V;100.2;V;103.2;N;85.48;V;85.35;V;60.33;V;30.25;V;14.87;V;16.78;V
28;79;17;14;28079017_14_6;2021;4;6;46.50;V;44.51;V;34.68;V;17.98;V;09.71;V;29.77;V;13.94;V;01.21;V;02.34;V;09.94;V;18.62;V;24.13;V;49.82;V;68.94;V;91.09;V;98.60;V;99.26;V;98.22;V;92.82;V;87.33;V;74.14;V;69.32;V;65.00;V;58.66;V
