PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;39;14;28079039_14_6;2021;4;5;54.22;V;55.48;V;50.89;V;50.51;V;47.45;V;48.17;V;43.99;V;25.04;V;17.55;V;32.05;V;33.44;V;41.26;V;45.23;V;48.36;V;58.27;V;64.99;V;68.37;V;72.55;V;76.00;V;70.47;V;59.68;V;47.48;V;40.39;V;12.28;V
28;79;39;14;28079039_14_6;2021;4;6;08.99;V;12.17;V;22.30;V;32.93;V;16.83;V;17.27;V;08.52;V;08.84;V;07.21;V;09.74;V;20.64;V;28.71;V;28.81;V;43.81;V;61.74;V;71.41;V;71.84;V;70.70;V;68.13;V;65.43;V;59.78;V;54.42;V;56.68;V;47.44;V
28;79;39;14;28079039_14_6;2021;4;7;51.50;V;52.93;V;47.14;V;46.54;V;46.76;V;49.49;V;48.69;V;42.96;V;38.38;V;44.19;V;50.83;V;54.95;V;57.67;V;59.05;V;59.68;V;61.46;V;62.07;V;61.11;V;60.80;V;61.07;V;52.45;V;22.58;V;48.17;V;46.28;V
28;79;39;14;28079039_14_6;2021;4;8;48.68;V;46.32;V;48.65;V;49.92;V;51.53;V;48.83;V;48.78;V;44.66;V;34.55;V;34.68;V;39.15;V;38.54;V;41.79;V;43.18;V;45.48;V;46.82;V;48.55;V;58.11;V;57.05;V;51.12;V;45.78;V;43.76;V;43.73;V;46.99;V
28;79;39;14;28079039_14_6;2021;4;9;49.08;V;42.57;V;43.18;V;43.87;V;42.62;V;45.66;V;47.89;V;40.72;V;29.90;V;21.07;V;21.11;V;29.80;V;40.04;V;41.48;V;43.03;V;39.62;V;44.13;V;42.99;V;43.43;V;41.78;V;40.66;V;28.70;V;37.91;V;33.66;V
28;79;39;14;28079039_14_6;2021;4;10;38.30;V;40.82;V;37.63;V;36.67;V;33.76;V;33.70;V;31.99;V;31.56;V;23.80;V;24.97;V;36.40;V;40.51;V;38.20;V;45.34;V;49.03;V;49.13;V;53.89;V;56.77;V;57.69;V;56.82;V;48.07;V;42.48;V;50.49;V;38.09;V
28;79;39;14;28079039_14_6;2021;4;11;44.79;V;43.75;V;39.45;V;40.98;V;45.44;V;43.58;V;44.25;V;39.41;V;37.21;V;35.80;V;38.00;V;43.73;V;46.07;V;47.12;V;43.96;V;44.06;V;47.53;V;45.94;V;43.12;V;39.47;V;38.61;V;36.66;V;42.83;V;47.03;V
28;79;39;14;28079039_14_6;2021;4;12;48.27;V;51.30;V;51.24;V;50.89;V;50.08;V;49.76;V;45.76;V;38.03;V;35.11;V;44.92;V;51.49;V;55.57;V;56.48;V;57.07;V;57.72;V;57.61;V;60.02;V;61.31;V;57.97;V;57.26;V;49.91;V;44.25;V;23.70;V;09.44;V
28;79;39;14;28079039_14_6;2021;4;13;16.23;V;40.66;V;46.96;V;49.43;V;48.74;V;46.20;V;39.46;V;27.04;V;19.53;V;21.34;V;22.62;V;16.92;V;24.48;V;46.58;V;47.69;V;43.41;V;49.37;V;46.29;V;46.47;V;46.31;V;39.79;V;39.42;V;41.40;V;44.16;V
28;79;39;14;28079039_14_6;2021;4;14;44.72;V;45.00;V;45.27;V;44.29;V;43.33;V;41.91;V;32.70;V;16.66;V;12.49;V;17.50;V;28.90;V;36.86;V;46.61;V;48.76;V;52.26;V;55.53;V;53.91;V;52.20;V;55.19;V;55.79;V;53.06;V;46.64;V;47.23;V;40.44;V
28;79;39;14;28079039_14_6;2021;4;15;39.25;V;53.63;V;52.97;V;51.50;V;49.75;V;48.34;V;47.84;V;40.18;V;35.20;V;32.91;V;34.05;V;34.29;V;41.43;V;45.36;V;45.89;V;46.02;V;45.07;V;45.47;V;46.50;V;37.24;V;39.40;V;37.97;V;40.86;V;50.26;V
28;79;39;14;28079039_14_6;2021;4;16;50.03;V;49.82;V;51.53;V;49.11;V;43.86;V;48.54;V;49.76;V;44.17;V;36.92;V;33.52;V;30.16;V;36.64;V;44.46;V;49.22;V;50.01;V;54.64;V;60.13;V;62.86;V;66.43;V;68.17;V;65.46;V;58.83;V;57.79;V;62.08;V
28;79;39;14;28079039_14_6;2021;4;17;63.61;V;62.32;V;62.17;V;62.93;V;62.56;V;61.93;V;59.99;V;56.15;V;54.88;V;56.25;V;58.12;V;60.31;V;60.35;V;60.55;V;65.06;V;67.29;V;72.54;V;73.50;V;71.11;V;66.90;V;62.49;V;60.46;V;57.17;V;52.24;V
28;79;39;14;28079039_14_6;2021;4;18;48.12;V;53.99;V;51.75;V;52.86;V;53.24;V;54.69;V;54.59;V;52.53;V;44.99;V;47.22;V;55.62;V;61.08;V;60.11;V;64.20;V;68.71;V;71.87;V;76.35;V;77.64;V;74.66;V;67.92;V;57.21;V;47.93;V;47.07;V;49.81;V
28;79;39;14;28079039_14_6;2021;4;19;50.32;V;42.22;V;30.76;V;35.80;V;47.08;V;45.06;V;30.50;V;24.61;V;14.61;V;13.94;V;34.09;V;45.09;V;53.58;V;51.43;V;57.30;V;69.12;V;65.49;V;60.43;V;57.44;V;55.35;V;54.96;V;50.43;V;46.80;V;52.74;V
28;79;39;14;28079039_14_6;2021;4;20;56.42;V;53.28;V;49.02;V;40.60;V;38.16;V;31.19;V;27.81;V;08.57;V;08.56;V;13.70;V;23.98;V;41.19;V;41.42;V;47.54;V;56.58;V;58.41;V;55.95;V;51.11;V;50.35;V;50.91;V;45.41;V;37.12;V;30.53;V;29.09;V
28;79;39;14;28079039_14_6;2021;4;21;40.81;V;42.98;V;46.18;V;36.09;V;39.05;V;33.56;V;23.14;V;18.62;V;16.66;V;23.34;V;39.51;V;49.93;V;55.08;V;53.63;V;50.36;V;51.91;V;53.71;V;39.99;N;52.44;V;54.23;V;52.44;V;52.21;V;55.71;V;54.96;V
28;79;39;14;28079039_14_6;2021;4;22;53.45;V;46.53;V;47.20;V;45.19;V;50.00;V;44.85;V;43.10;V;34.10;V;25.98;V;23.31;V;32.01;V;38.97;V;47.05;V;53.25;V;50.62;V;59.18;V;48.25;V;48.62;V;50.55;V;44.53;V;38.50;V;32.12;V;29.55;V;38.29;V
28;79;39;14;28079039_14_6;2021;4;23;25.82;V;32.11;V;46.93;V;52.82;V;53.34;V;53.27;V;47.53;V;36.95;V;34.86;V;43.99;V;50.46;V;53.38;V;55.44;V;57.07;V;59.74;V;53.85;V;58.99;V;57.54;V;57.39;V;57.88;V;54.07;V;55.01;V;52.07;V;52.28;V
28;79;39;14;28079039_14_6;2021;4;24;56.19;V;56.48;V;60.23;V;62.56;V;62.07;V;58.01;V;58.65;V;57.93;V;54.38;V;59.91;V;57.46;V;59.53;V;57.00;V;58.22;V;59.64;V;62.93;V;59.65;V;58.01;V;56.66;V;54.89;V;52.58;V;45.71;V;37.24;V;39.02;V
28;79;39;14;28079039_14_6;2021;4;25;48.12;V;43.20;V;38.67;V;38.82;V;50.75;V;52.46;V;50.15;V;46.83;V;43.83;V;41.43;V;43.76;V;43.68;V;38.80;V;39.86;V;38.20;V;35.53;V;37.84;V;43.15;V;34.03;V;27.14;V;32.84;V;29.32;V;35.58;V;39.88;V
28;79;39;14;28079039_14_6;2021;4;26;34.33;V;29.55;V;23.83;V;30.76;V;27.96;V;28.65;V;25.59;V;13.40;V;08.78;V;09.90;V;15.57;V;21.94;V;27.64;V;40.42;V;52.54;V;56.34;V;53.24;V;54.10;V;53.64;V;56.38;V;47.16;V;32.06;V;37.06;V;33.27;V
28;79;39;14;28079039_14_6;2021;4;27;42.75;V;39.28;V;31.73;V;31.44;V;27.74;V;21.90;V;10.58;V;09.00;V;11.79;V;12.23;V;11.06;V;14.80;V;16.42;V;33.10;V;47.94;V;60.27;V;61.92;V;52.49;V;47.83;V;39.54;V;46.04;V;38.91;V;45.51;V;48.14;V
28;79;39;14;28079039_14_6;2021;4;28;42.85;V;26.40;V;35.17;V;31.22;V;30.19;V;31.46;V;25.51;V;15.68;V;21.19;V;20.20;V;21.60;V;19.30;V;34.66;V;44.73;V;47.75;V;50.78;V;51.39;V;48.00;V;48.90;V;50.19;V;52.90;V;53.59;V;55.00;V;53.75;V
28;79;39;14;28079039_14_6;2021;4;29;55.20;V;57.69;V;56.87;V;53.95;V;50.68;V;50.18;V;46.08;V;39.22;V;30.15;V;33.38;V;39.67;V;45.44;V;50.68;V;54.02;V;54.22;V;54.83;V;55.96;V;56.05;V;58.11;V;58.98;V;57.07;V;53.25;V;47.93;V;52.46;V
28;79;39;14;28079039_14_6;2021;4;30;54.28;V;53.59;V;50.40;V;51.14;V;48.73;V;40.86;V;39.94;V;20.66;V;24.14;V;23.15;V;23.05;V;30.68;V;48.34;V;56.88;V;62.34;V;64.61;V;64.86;V;62.64;V;62.00;V;57.69;V;50.79;V;51.82;V;46.03;V;47.64;V
28;79;40;7;28079040_7_8;2021;4;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;4;V;4;V;4;V;3;V;3;V;2;V;2;V;3;V;4;V;3;V;5;V;5;V;2;V
28;79;40;7;28079040_7_8;2021;4;2;1;V;2;V;1;V;1;V;1;V;1;V;3;V;4;V;2;V;4;V;4;V;5;V;7;V;4;V;5;V;4;V;3;V;3;V;3;V;5;V;5;V;8;V;5;V;5;V
28;79;40;7;28079040_7_8;2021;4;3;3;V;2;V;4;V;3;V;1;V;1;V;2;V;2;V;4;V;8;V;13;V;12;V;13;V;6;V;3;V;3;V;2;V;1;V;6;V;4;V;4;V;6;V;7;V;3;V
28;79;40;7;28079040_7_8;2021;4;4;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;3;V;5;V;5;V;3;V;2;V;2;V;2;V;2;V;5;V;2;V;5;V;34;V
28;79;40;7;28079040_7_8;2021;4;5;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;10;V;17;V;22;V;9;V;8;V;8;V;7;V;5;V;6;V;4;V;4;V;5;V;3;V;5;V;3;V;1;V
28;79;40;7;28079040_7_8;2021;4;6;1;V;1;V;2;V;1;V;2;V;1;V;2;V;20;V;94;V;178;V;159;V;61;V;18;V;13;V;6;V;4;V;6;V;5;V;4;V;7;V;3;V;2;V;1;V;1;V
28;79;40;7;28079040_7_8;2021;4;7;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;4;V;5;V;5;V;6;V;6;V;5;V;5;V;5;V;4;V;5;V;4;V;4;V;6;V;4;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;8;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;3;V;4;V;4;V;4;V;6;V;5;V;4;V;5;V;5;V;5;V;4;V;6;V;4;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;9;2;V;2;V;1;V;1;V;3;V;1;V;2;V;3;V;8;V;10;V;8;V;6;V;6;V;8;V;6;V;4;V;4;V;5;V;6;V;5;V;3;V;2;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;10;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;9;V;5;V;7;V;5;V;4;V;6;V;7;V;5;V;4;V;3;V;3;V;3;V;3;V;4;V;2;V
28;79;40;7;28079040_7_8;2021;4;11;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;5;V;6;V;6;V;5;V;4;V;5;V;6;V;4;V;4;V;3;V;3;V;2;V;2;V;1;V
28;79;40;7;28079040_7_8;2021;4;12;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;4;V;5;V;4;V;3;V;3;V;4;V;4;V;4;V;4;V;5;V;3;V;3;V;2;V;2;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;13;2;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;18;V;31;V;13;V;20;V;25;V;21;V;6;V;5;V;5;V;4;V;3;V;3;V;2;V;2;V;1;V;1;V
28;79;40;7;28079040_7_8;2021;4;14;1;V;1;V;1;V;1;V;1;V;1;V;2;V;7;V;18;V;28;V;22;V;10;V;6;V;7;V;7;V;5;V;5;V;4;V;5;V;4;V;4;V;3;V;1;V;1;V
28;79;40;7;28079040_7_8;2021;4;15;2;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;5;V;5;V;4;V;4;V;5;V;7;V;6;V;4;V;4;V;5;V;3;V;5;V;3;V;2;V;2;V;3;V
28;79;40;7;28079040_7_8;2021;4;16;3;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;7;V;8;V;6;V;8;V;8;V;9;V;8;V;6;V;3;V;3;V;2;V;2;V;2;V;1;V;1;V;1;V
28;79;40;7;28079040_7_8;2021;4;17;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;3;V;4;V;6;V;7;V;5;V;4;V;4;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V
28;79;40;7;28079040_7_8;2021;4;18;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V;3;V;3;V;5;V;3;V;3;V;2;V;3;V;2;V;2;V;2;V;3;V;2;V
28;79;40;7;28079040_7_8;2021;4;19;2;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;16;V;19;V;12;V;15;V;17;V;16;V;10;V;4;V;5;V;5;V;5;V;6;V;4;V;3;V;3;V;4;V
28;79;40;7;28079040_7_8;2021;4;20;2;V;1;V;1;V;1;V;1;V;6;V;17;V;46;V;56;V;36;V;27;V;14;V;9;V;6;V;7;V;5;V;6;V;7;V;6;V;7;V;4;V;3;V;6;V;2;V
28;79;40;7;28079040_7_8;2021;4;21;1;V;2;V;1;V;1;V;1;V;1;V;2;V;3;V;6;V;20;V;12;V;7;V;5;V;6;V;7;V;6;V;5;V;5;V;3;V;2;V;2;V;2;V;1;V;3;V
28;79;40;7;28079040_7_8;2021;4;22;1;V;1;V;1;V;1;V;1;V;1;V;3;V;6;V;14;V;14;V;17;V;12;V;11;V;8;V;8;V;7;V;6;V;10;V;7;V;7;V;4;V;2;V;5;V;4;V
28;79;40;7;28079040_7_8;2021;4;23;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;6;V;5;V;5;V;4;V;3;V;5;V;4;V;3;V;4;V;4;V;4;V;4;V;4;V;3;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;24;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;3;V;2;V;3;V;4;V;3;V;3;V;2;V;3;V;3;V;2;V;4;V;3;V;2;V
28;79;40;7;28079040_7_8;2021;4;25;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;2;V;3;V;5;V;4;V;3;V;4;V;5;V;3;V;3;V;2;V;3;V;2;V;2;V;1;V
28;79;40;7;28079040_7_8;2021;4;26;2;V;1;V;1;V;1;V;1;V;2;V;3;V;19;V;41;V;39;V;30;V;15;V;10;V;10;V;9;V;5;V;5;V;8;V;5;V;5;V;5;V;3;V;3;V;4;V
28;79;40;7;28079040_7_8;2021;4;27;2;V;1;V;1;V;2;V;4;V;3;V;13;V;19;V;51;V;70;V;54;V;20;V;9;V;8;V;4;V;3;V;5;V;5;V;7;V;6;V;4;V;4;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;28;1;V;1;V;1;V;1;V;1;V;4;V;10;V;12;V;37;V;43;V;33;V;45;V;30;V;7;V;4;V;4;V;7;V;6;V;5;V;4;V;3;V;2;V;2;V;1;V
28;79;40;7;28079040_7_8;2021;4;29;3;V;1;V;1;V;1;V;1;V;1;V;2;V;6;V;12;V;13;V;7;V;8;V;7;V;4;V;6;V;4;V;4;V;5;V;3;V;3;V;4;V;2;V;2;V;2;V
28;79;40;7;28079040_7_8;2021;4;30;1;V;1;V;1;V;1;V;3;V;1;V;7;V;10;V;19;V;20;V;23;V;15;V;9;V;6;V;4;V;3;V;4;V;5;V;4;V;6;V;5;V;4;V;4;V;3;V
28;79;40;8;28079040_8_8;2021;4;1;8;V;6;V;9;V;12;V;10;V;12;V;13;V;19;V;26;V;34;V;23;V;25;V;24;V;14;V;9;V;8;V;8;V;9;V;12;V;14;V;22;V;31;V;42;V;33;V
28;79;40;8;28079040_8_8;2021;4;2;9;V;7;V;7;V;13;V;14;V;10;V;18;V;17;V;15;V;20;V;20;V;22;V;18;V;13;V;15;V;10;V;6;V;8;V;14;V;22;V;30;V;43;V;46;V;46;V
28;79;40;8;28079040_8_8;2021;4;3;58;V;37;V;49;V;39;V;26;V;24;V;26;V;22;V;26;V;26;V;28;V;29;V;35;V;22;V;12;V;10;V;8;V;9;V;30;V;25;V;24;V;48;V;58;V;42;V
28;79;40;8;28079040_8_8;2021;4;4;45;V;19;V;5;V;4;V;5;V;5;V;8;V;10;V;9;V;10;V;10;V;11;V;11;V;12;V;13;V;10;V;9;V;9;V;10;V;13;V;36;V;60;V;82;V;96;V
28;79;40;8;28079040_8_8;2021;4;5;21;V;8;V;7;V;13;V;14;V;18;V;35;V;59;V;61;V;51;V;50;V;30;V;25;V;28;V;24;V;24;V;24;V;19;V;21;V;28;V;32;V;63;V;54;V;51;V
28;79;40;8;28079040_8_8;2021;4;6;49;V;46;V;36;V;37;V;42;V;27;V;43;V;82;V;93;V;103;V;109;V;79;V;50;V;43;V;27;V;17;V;17;V;18;V;18;V;23;V;30;V;31;V;23;V;19;V
28;79;40;8;28079040_8_8;2021;4;7;7;V;5;V;5;V;6;V;5;V;7;V;15;V;27;V;34;V;25;V;19;V;22;V;21;V;20;V;19;V;19;V;20;V;23;V;23;V;31;V;58;V;33;V;12;V;12;V
28;79;40;8;28079040_8_8;2021;4;8;9;V;9;V;7;V;5;V;5;V;6;V;13;V;23;V;31;V;31;V;25;V;20;V;18;V;18;V;16;V;16;V;19;V;19;V;21;V;23;V;30;V;35;V;40;V;17;V
28;79;40;8;28079040_8_8;2021;4;9;9;V;12;V;13;V;17;V;11;V;13;V;15;V;26;V;46;V;48;V;47;V;31;V;25;V;26;V;22;V;20;V;20;V;23;V;21;V;29;V;30;V;34;V;32;V;31;V
28;79;40;8;28079040_8_8;2021;4;10;24;V;34;V;23;V;14;V;13;V;17;V;17;V;18;V;25;V;33;V;17;V;17;V;14;V;11;V;14;V;16;V;12;V;10;V;10;V;13;V;18;V;18;V;20;V;28;V
28;79;40;8;28079040_8_8;2021;4;11;35;V;23;V;11;V;14;V;12;V;7;V;8;V;12;V;16;V;13;V;13;V;13;V;12;V;14;V;17;V;25;V;16;V;17;V;15;V;14;V;14;V;14;V;13;V;10;V
28;79;40;8;28079040_8_8;2021;4;12;6;V;5;V;5;V;4;V;5;V;7;V;15;V;27;V;29;V;23;V;15;V;14;V;12;V;13;V;15;V;17;V;18;V;21;V;21;V;27;V;48;V;57;V;69;V;87;V
28;79;40;8;28079040_8_8;2021;4;13;73;V;59;V;32;V;16;V;13;V;17;V;32;V;50;V;66;V;66;V;48;V;56;V;58;V;47;V;31;V;27;V;26;V;25;V;21;V;24;V;22;V;22;V;17;V;18;V
28;79;40;8;28079040_8_8;2021;4;14;12;V;8;V;12;V;9;V;7;V;12;V;28;V;49;V;56;V;57;V;42;V;26;V;19;V;17;V;18;V;15;V;15;V;13;V;18;V;20;V;29;V;24;V;24;V;18;V
28;79;40;8;28079040_8_8;2021;4;15;9;V;6;V;6;V;7;V;8;V;8;V;15;V;31;V;37;V;35;V;28;V;28;V;26;V;23;V;19;V;13;V;16;V;17;V;18;V;24;V;22;V;25;V;26;V;30;V
28;79;40;8;28079040_8_8;2021;4;16;24;V;14;V;8;V;18;V;20;V;15;V;22;V;29;V;55;V;43;V;32;V;31;V;26;V;29;V;36;V;25;V;17;V;12;V;13;V;14;V;19;V;20;V;17;V;14;V
28;79;40;8;28079040_8_8;2021;4;17;9;V;6;V;6;V;5;V;6;V;6;V;10;V;14;V;19;V;17;V;14;V;14;V;21;V;26;V;22;V;19;V;15;V;10;V;15;V;15;V;15;V;23;V;28;V;24;V
28;79;40;8;28079040_8_8;2021;4;18;18;V;8;V;5;V;5;V;5;V;6;V;7;V;10;V;11;V;12;V;10;V;12;V;14;V;14;V;21;V;18;V;15;V;13;V;14;V;17;V;24;V;24;V;33;V;44;V
28;79;40;8;28079040_8_8;2021;4;19;38;V;25;V;28;V;47;V;35;V;34;V;41;V;66;V;74;V;69;V;44;V;50;V;53;V;54;V;37;V;14;V;16;V;18;V;18;V;22;V;23;V;27;V;27;V;20;V
28;79;40;8;28079040_8_8;2021;4;20;14;V;12;V;13;V;24;V;21;V;34;V;66;V;73;V;76;V;68;V;61;V;41;V;34;V;31;V;23;V;18;V;21;V;25;V;31;V;54;V;28;V;27;V;30;V;29;V
28;79;40;8;28079040_8_8;2021;4;21;17;V;11;V;7;V;9;V;10;V;14;V;29;V;48;V;40;V;51;V;33;V;22;V;21;V;20;V;24;V;25;V;19;V;17;V;15;V;11;V;15;V;22;V;13;V;15;V
28;79;40;8;28079040_8_8;2021;4;22;13;V;9;V;8;V;7;V;9;V;11;V;34;V;40;V;40;V;42;V;46;V;38;V;33;V;28;V;27;V;34;V;38;V;46;V;38;V;51;V;54;V;39;V;66;V;55;V
28;79;40;8;28079040_8_8;2021;4;23;30;V;22;V;7;V;8;V;7;V;10;V;24;V;39;V;45;V;29;V;21;V;18;V;16;V;16;V;19;V;16;V;15;V;15;V;15;V;20;V;22;V;20;V;21;V;20;V
28;79;40;8;28079040_8_8;2021;4;24;9;V;8;V;6;V;5;V;8;V;7;V;10;V;15;V;16;V;12;V;11;V;11;V;11;V;13;V;13;V;10;V;12;V;12;V;15;V;13;V;17;V;30;V;34;V;19;V
28;79;40;8;28079040_8_8;2021;4;25;10;V;8;V;6;V;5;V;4;V;3;V;7;V;9;V;10;V;14;V;14;V;23;V;29;V;23;V;33;V;39;V;31;V;28;V;26;V;27;V;33;V;35;V;32;V;21;V
28;79;40;8;28079040_8_8;2021;4;26;29;V;21;V;22;V;20;V;23;V;24;V;34;V;56;V;62;V;57;V;52;V;40;V;29;V;23;V;21;V;16;V;15;V;23;V;18;V;19;V;24;V;33;V;40;V;27;V
28;79;40;8;28079040_8_8;2021;4;27;12;V;9;V;12;V;22;V;20;V;29;V;54;V;61;V;69;V;73;V;69;V;49;V;26;V;24;V;18;V;14;V;18;V;26;V;46;V;50;V;42;V;52;V;34;V;17;V
28;79;40;8;28079040_8_8;2021;4;28;17;V;18;V;23;V;21;V;23;V;33;V;59;V;63;V;72;V;68;V;55;V;46;V;31;V;19;V;11;V;13;V;20;V;12;V;13;V;14;V;13;V;18;V;18;V;12;V
28;79;40;8;28079040_8_8;2021;4;29;11;V;7;V;10;V;7;V;7;V;8;V;24;V;53;V;57;V;50;V;36;V;27;V;22;V;15;V;16;V;12;V;10;V;12;V;11;V;13;V;16;V;15;V;17;V;21;V
28;79;40;8;28079040_8_8;2021;4;30;13;V;21;V;35;V;27;V;54;V;33;V;55;V;53;V;59;V;47;V;45;V;35;V;22;V;19;V;16;V;15;V;18;V;18;V;19;V;21;V;22;V;30;V;33;V;27;V
28;79;40;10;28079040_10_47;2021;4;1;28;V;28;V;25;V;25;V;23;V;19;V;17;V;15;V;18;V;22;V;27;V;27;V;27;V;27;V;26;V;36;V;45;V;50;V;52;V;55;V;52;V;54;V;55;V;57;V
28;79;40;10;28079040_10_47;2021;4;2;31;V;18;V;16;V;16;V;15;V;14;V;18;V;16;V;10;V;6;V;1;V;5;V;10;V;4;V;8;V;8;V;9;V;8;V;4;V;3;V;8;V;10;V;14;V;16;V
28;79;40;10;28079040_10_47;2021;4;3;18;V;16;V;14;V;21;V;18;V;17;V;16;V;13;V;18;V;21;V;23;V;25;V;29;V;33;V;29;V;32;V;24;V;25;V;26;V;34;V;36;V;36;V;42;V;43;V
28;79;40;10;28079040_10_47;2021;4;4;41;V;34;V;23;V;13;V;12;V;11;V;12;V;15;V;20;V;14;V;16;V;16;V;20;V;23;V;24;V;22;V;28;V;33;V;34;V;37;V;41;V;43;V;49;V;58;V
28;79;40;10;28079040_10_47;2021;4;5;42;V;17;V;12;V;11;V;14;V;15;V;17;V;20;V;22;V;25;V;32;V;28;V;29;V;34;V;35;V;37;V;29;V;28;V;19;V;18;V;17;V;18;V;28;V;26;V
28;79;40;10;28079040_10_47;2021;4;6;28;V;25;V;18;V;13;V;17;V;14;V;9;V;14;V;29;V;51;V;78;V;68;V;38;V;20;V;27;V;17;V;16;V;12;V;14;V;13;V;14;V;15;V;14;V;16;V
28;79;40;10;28079040_10_47;2021;4;7;17;V;12;V;13;V;9;V;9;V;12;V;12;V;11;V;13;V;17;V;17;V;15;V;17;V;11;V;9;V;14;V;20;V;18;V;22;V;19;V;18;V;24;V;32;V;26;V
28;79;40;10;28079040_10_47;2021;4;8;15;V;14;V;13;V;8;V;9;V;7;V;10;V;9;V;8;V;14;V;16;V;15;V;16;V;25;V;27;V;29;V;32;V;1;N;14;N;28;V;28;V;33;V;31;V;29;V
28;79;40;10;28079040_10_47;2021;4;9;22;V;19;V;18;V;19;V;22;V;18;V;19;V;19;V;17;V;18;V;16;V;14;V;14;V;16;V;17;V;22;V;20;V;22;V;24;V;18;V;20;V;19;V;12;V;17;V
28;79;40;10;28079040_10_47;2021;4;10;20;V;20;V;17;V;13;V;12;V;11;V;13;V;19;V;21;V;25;V;27;V;29;V;27;V;23;V;24;V;25;V;24;V;17;V;22;V;22;V;14;V;12;V;10;V;9;V
28;79;40;10;28079040_10_47;2021;4;11;8;V;8;V;7;V;11;V;9;V;7;V;6;V;4;V;4;V;4;V;2;V;2;V;4;V;3;V;9;V;9;V;9;V;5;V;2;V;5;V;4;V;6;V;3;V;5;V
28;79;40;10;28079040_10_47;2021;4;12;4;V;5;V;4;V;3;V;3;V;3;V;6;V;6;V;5;V;11;V;11;V;8;V;8;V;10;V;6;V;9;V;9;V;7;V;12;V;7;V;9;V;18;V;11;V;11;V
28;79;40;10;28079040_10_47;2021;4;13;14;V;15;V;10;V;8;V;4;V;3;V;8;V;13;V;18;V;22;V;24;V;29;V;31;V;26;V;19;V;15;V;11;V;12;V;11;V;8;V;10;V;6;V;5;V;8;V
28;79;40;10;28079040_10_47;2021;4;14;8;V;7;V;5;V;4;V;4;V;4;V;6;V;12;V;11;V;18;V;22;V;23;V;21;V;22;V;29;V;18;V;17;V;17;V;21;V;14;V;19;V;21;V;16;V;13;V
28;79;40;10;28079040_10_47;2021;4;15;13;V;15;V;15;V;16;V;18;V;19;V;22;V;20;V;23;V;23;V;24;V;22;V;26;V;25;V;24;V;22;V;25;V;19;V;14;V;15;V;13;V;13;V;14;V;16;V
28;79;40;10;28079040_10_47;2021;4;16;20;V;16;V;11;V;7;V;8;V;12;V;12;V;13;V;18;V;28;V;29;V;26;V;25;V;25;V;28;V;30;V;25;V;21;V;20;V;13;V;12;V;14;V;10;V;8;V
28;79;40;10;28079040_10_47;2021;4;17;13;V;13;V;11;V;12;V;11;V;11;V;11;V;13;V;15;V;17;V;17;V;16;V;14;V;19;V;20;V;19;V;22;V;17;V;8;V;10;V;13;V;12;V;12;V;11;V
28;79;40;10;28079040_10_47;2021;4;18;12;V;13;V;15;V;15;V;13;V;13;V;13;V;13;V;15;V;13;V;15;V;15;V;13;V;12;V;17;V;22;V;18;V;19;V;15;V;15;V;16;V;17;V;16;V;20;V
28;79;40;10;28079040_10_47;2021;4;19;21;V;18;V;17;V;19;V;21;V;20;V;21;V;23;V;25;V;27;V;27;V;25;V;28;V;30;V;35;V;27;V;15;V;19;V;18;V;15;V;15;V;11;V;13;V;12;V
